,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Cooler,Exterior Lights,Fresh Water Tank (Portable),Inverter,Refrigerator,Roof Fan,Roof Rack,Sink,Solar,Tow Winch,Towing Package,USB port,Bike Rack,Fresh Water Tank (Built-in),Grey / Black Water Tanks,Heater / Furnace,Oven,Security System,Shower (Indoor),Shower (Outdoor),Stove,Toilet,Water Heater,Water Pump,Awning,Electric windows,Microwave,Offroad Lights,Offroad Tires,Skylight,Suspension Mods,TV,Propane,Heated seats,Generator,Child Seat,Shower
474,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
475,True,True,True,True,True,True,False,False,True,True,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
476,True,False,True,True,False,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True
477,True,False,True,True,True,False,True,False,True,True,True,False,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True
478,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
479,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
480,True,False,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True
481,False,False,False,True,False,True,False,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
482,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True
483,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
484,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
485,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False
486,True,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
487,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
488,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
489,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
490,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,True,False,True,False,True,True,False,False,True
491,True,True,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
492,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
493,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
494,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,False,True,False,True,False,True,True,False,False,True
495,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
496,True,False,True,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True
497,True,True,True,False,False,False,True,True,True,True,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
498,True,True,True,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
499,True,False,True,True,True,False,True,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
500,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,False,True,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
501,True,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
502,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,True,True,False,False,False,True,True,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True
503,True,True,False,False,False,False,True,True,True,True,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
504,False,False,False,True,False,False,True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,False,False,False,True
505,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
506,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
507,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
508,True,True,True,False,True,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
509,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True
